Country,Region,Year,Life,GDP
Cuba,Latin America & Caribbean,2007,78.44919512,5184
Cyprus,Europe & Central Asia,2007,78.8685122,31387
Czech Republic,Europe & Central Asia,2007,76.72439024,18334
Denmark,Europe & Central Asia,2007,78.19512195,58487
Djibouti,Middle East & North Africa,2007,58.82934146,1048
Dominica,Latin America & Caribbean,2007,..,5939
Dominican Republic,Latin America & Caribbean,2007,72.13131707,4647
Ecuador,Latin America & Caribbean,2007,74.49502439,3591
"Egypt, Arab Rep.",Middle East & North Africa,2007,69.78229268,1640
El Salvador,Latin America & Caribbean,2007,70.78046341,3305
Equatorial Guinea,Sub-Saharan Africa,2007,54.51631707,15762
Eritrea,Sub-Saharan Africa,2007,59.66941463,317
Estonia,Europe & Central Asia,2007,72.81463415,16586
Ethiopia,Sub-Saharan Africa,2007,58.408,243
Faroe Islands,Europe & Central Asia,2007,79.83658537,47024
Fiji,East Asia & Pacific,2007,68.84341463,4079
Finland,Europe & Central Asia,2007,79.26341463,48289
France,Europe & Central Asia,2007,81.11219512,41601
French Polynesia,East Asia & Pacific,2007,74.89197561, .. 
Gabon,Sub-Saharan Africa,2007,60.39278049,8353
"Gambia, The",Sub-Saharan Africa,2007,58.56943902,519
Georgia,Europe & Central Asia,2007,73.42102439,2492
Germany,Europe & Central Asia,2007,79.53414634,41815
Ghana,Sub-Saharan Africa,2007,59.63585366,1091
Greece,Europe & Central Asia,2007,79.43902439,28827
Greenland,Europe & Central Asia,2007,69.98268293,36233
Grenada,Latin America & Caribbean,2007,71.8447561,7323
Guam,East Asia & Pacific,2007,77.30741463,27541
Guatemala,Latin America & Caribbean,2007,70.11078049,2490
Guinea,Sub-Saharan Africa,2007,53.9994878,409
Guinea-Bissau,Sub-Saharan Africa,2007,52.85546341,481
Guyana,Latin America & Caribbean,2007,65.7797561,2327
Haiti,Latin America & Caribbean,2007,59.97739024,616
Honduras,Latin America & Caribbean,2007,71.85873171,1593
"Hong Kong SAR, China",East Asia & Pacific,2007,82.32682927,30594
Hungary,Europe & Central Asia,2007,73.15121951,13843
Iceland,Europe & Central Asia,2007,81.45365854,68348
India,South Asia,2007,65.30043902,1018
Indonesia,East Asia & Pacific,2007,67.56773171,1855
"Iran, Islamic Rep.",Middle East & North Africa,2007,72.67419512,4685
Iraq,Middle East & North Africa,2007,68.19902439,3129
Ireland,Europe & Central Asia,2007,79.64146341,61388
Israel,Middle East & North Africa,2007,80.50487805,25009
Italy,Europe & Central Asia,2007,81.43414634,37699
Jamaica,Latin America & Caribbean,2007,74.00929268,4621
Japan,East Asia & Pacific,2007,82.50707317,35275
Jordan,Middle East & North Africa,2007,72.96117073,2763
Kazakhstan,Europe & Central Asia,2007,66.50487805,6771
Kenya,Sub-Saharan Africa,2007,55.69929268,839
Kiribati,East Asia & Pacific,2007,64.9807561,1358
"Korea, Dem. People’s Rep.",East Asia & Pacific,2007,68.37619512, .. 
"Korea, Rep.",East Asia & Pacific,2007,79.3495122,23061
Kuwait,Middle East & North Africa,2007,73.81,45794
Kyrgyz Republic,Europe & Central Asia,2007,67.89512195,722
Lao PDR,East Asia & Pacific,2007,62.82726829,710
Latvia,Europe & Central Asia,2007,71.0195122,14044
Lebanon,Middle East & North Africa,2007,77.61590244,6014
Lesotho,Sub-Saharan Africa,2007,44.88221951,918
Liberia,Sub-Saharan Africa,2007,57.19119512,210
Libya,Middle East & North Africa,2007,71.73863415,11309
Liechtenstein,Europe & Central Asia,2007,81.29512195,130267
Lithuania,Europe & Central Asia,2007,70.9,12298
Luxembourg,Europe & Central Asia,2007,79.38292683,106018
"Macao SAR, China",East Asia & Pacific,2007,79.0562439,36403
"Macedonia, FYR",Europe & Central Asia,2007,74.32295122,4036
Madagascar,Sub-Saharan Africa,2007,62.053,378
Malawi,Sub-Saharan Africa,2007,51.5124878,320
Malaysia,East Asia & Pacific,2007,73.81826829,7269
Maldives,South Asia,2007,75.39970732,5003
Mali,Sub-Saharan Africa,2007,54.26192683,596
Malta,Middle East & North Africa,2007,79.79268293,19376
Marshall Islands,East Asia & Pacific,2007,..,2893
Mauritania,Sub-Saharan Africa,2007,61.13973171,1013
Mauritius,Sub-Saharan Africa,2007,72.57073171,6575
Mexico,Latin America & Caribbean,2007,75.58792683,9330
"Micronesia, Fed. Sts.",East Asia & Pacific,2007,68.2204878,2435
Moldova,Europe & Central Asia,2007,68.20990244,1230
Monaco,Europe & Central Asia,2007,..,170157
Mongolia,East Asia & Pacific,2007,66.06817073,1634
Montenegro,Europe & Central Asia,2007,74.04063415,5957
Morocco,Middle East & North Africa,2007,71.27763415,2494
Mozambique,Sub-Saharan Africa,2007,51.62209756,422
Myanmar,East Asia & Pacific,2007,64.09368293,410
Namibia,Sub-Saharan Africa,2007,58.78080488,4203
Nepal,South Asia,2007,66.55192683,394
Netherlands,Europe & Central Asia,2007,80.09756098,51241
New Caledonia,East Asia & Pacific,2007,75.94634146, .. 
New Zealand,East Asia & Pacific,2007,80.15121951,32510
Nicaragua,Latin America & Caribbean,2007,72.57165854,1344
Niger,Sub-Saharan Africa,2007,55.45502439,293
Nigeria,Sub-Saharan Africa,2007,49.80814634,1137
Northern Mariana Islands,East Asia & Pacific,2007,..,15761
Norway,Europe & Central Asia,2007,80.39512195,85129
Oman,Middle East & North Africa,2007,75.12360976,15805
Pakistan,South Asia,2007,64.33873171,950
Palau,East Asia & Pacific,2007,..,9743
Panama,Latin America & Caribbean,2007,76.31446341,6068
Papua New Guinea,East Asia & Pacific,2007,61.31141463,957
Paraguay,Latin America & Caribbean,2007,71.69482927,2312
Peru,Latin America & Caribbean,2007,72.99695122,3611
Philippines,East Asia & Pacific,2007,67.47902439,1673
Poland,Europe & Central Asia,2007,75.24390244,11260
Portugal,Europe & Central Asia,2007,78.32195122,22780
Puerto Rico,Latin America & Caribbean,2007,78.42585366,23665
Qatar,Middle East & North Africa,2007,77.28685366,67006
Russian Federation,Europe & Central Asia,2007,67.58682927,9101
Rwanda,Sub-Saharan Africa,2007,57.946,405
Samoa,East Asia & Pacific,2007,71.56078049,3023
San Marino,Europe & Central Asia,2007,82.50609756,56295
Sao Tome and Principe,Sub-Saharan Africa,2007,65.188,894
Saudi Arabia,Middle East & North Africa,2007,73.34507317,16472
Senegal,Sub-Saharan Africa,2007,61.78417073,950
Serbia,Europe & Central Asia,2007,73.63170732,5458
Seychelles,Sub-Saharan Africa,2007,73.19268293,12155
Sierra Leone,Sub-Saharan Africa,2007,45.48836585,359
Singapore,East Asia & Pacific,2007,80.44146341,39224
Slovak Republic,Europe & Central Asia,2007,74.20731707,16058
Slovenia,Europe & Central Asia,2007,78.56097561,23841
Solomon Islands,East Asia & Pacific,2007,66.26680488,1047
Somalia,Sub-Saharan Africa,2007,53.01865854, .. 
South Africa,Sub-Saharan Africa,2007,51.9965122,6125
South Sudan,Sub-Saharan Africa,2007,52.08785366, .. 
Spain,Europe & Central Asia,2007,80.87317073,32709
Sri Lanka,South Asia,2007,74.19412195,1645
St. Kitts and Nevis,Latin America & Caribbean,2007,..,13539
St. Lucia,Latin America & Caribbean,2007,73.71185366,6878
St. Vincent and the Grenadines,Latin America & Caribbean,2007,71.69941463,5978
Sudan,Sub-Saharan Africa,2007,60.70087805,1116
Suriname,Latin America & Caribbean,2007,69.47907317,5761
Swaziland,Sub-Saharan Africa,2007,46.77239024,3047
Sweden,Europe & Central Asia,2007,80.9,53324
Switzerland,Europe & Central Asia,2007,81.74146341,63223
Syrian Arab Republic,Middle East & North Africa,2007,74.24607317,2058
Tajikistan,Europe & Central Asia,2007,67.2074878,520
Tanzania,Sub-Saharan Africa,2007,58.07778049,528
Thailand,East Asia & Pacific,2007,72.87443902,3972
Togo,Sub-Saharan Africa,2007,55.43343902,421
Tonga,East Asia & Pacific,2007,71.737,2932
Trinidad and Tobago,Latin America & Caribbean,2007,69.25965854,16530
Tunisia,Middle East & North Africa,2007,74.52458537,3778
Turkey,Europe & Central Asia,2007,73.17707317,9709
Turkmenistan,Europe & Central Asia,2007,64.63882927,2600
Turks and Caicos Islands,Latin America & Caribbean,2007,.., .. 
Tuvalu,East Asia & Pacific,2007,..,2639
Uganda,Sub-Saharan Africa,2007,53.65414634,402
Ukraine,Europe & Central Asia,2007,68.22219512,3069
United Arab Emirates,Middle East & North Africa,2007,76.11117073,42673
United Kingdom,Europe & Central Asia,2007,79.44878049,49949
United States,North America,2007,77.98780488,48062
Uruguay,Latin America & Caribbean,2007,75.95102439,7010
Uzbekistan,Europe & Central Asia,2007,67.53121951,830
Vanuatu,East Asia & Pacific,2007,69.94873171,2393
"Venezuela, RB",Latin America & Caribbean,2007,73.38890244,8319
Vietnam,East Asia & Pacific,2007,74.48385366,919
Virgin Islands (U.S.),Latin America & Caribbean,2007,78.82439024,44711
West Bank and Gaza,Middle East & North Africa,2007,71.74704878,1576
"Yemen, Rep.",Middle East & North Africa,2007,61.95480488,996
Zambia,Sub-Saharan Africa,2007,52.47714634,1105
Zimbabwe,Sub-Saharan Africa,2007,44.1777561,397
Afghanistan,South Asia,2008,58.22502439,373
Albania,Europe & Central Asia,2008,76.65207317,4371
Algeria,Middle East & North Africa,2008,73.21931707,4905
American Samoa,East Asia & Pacific,2008,..,9872
Angola,Sub-Saharan Africa,2008,49.84739024,3869
Antigua and Barbuda,Latin America & Caribbean,2008,74.97917073,14703
Argentina,Latin America & Caribbean,2008,75.16626829,8953
Armenia,Europe & Central Asia,2008,73.945,4010
Aruba,Latin America & Caribbean,2008,74.67573171,27547
Australia,East Asia & Pacific,2008,81.39512195,49665
Austria,Europe & Central Asia,2008,80.43170732,51386
Azerbaijan,Europe & Central Asia,2008,70.06395122,5575
"Bahamas, The",Latin America & Caribbean,2008,74.24743902,23652
Bahrain,Middle East & North Africa,2008,75.8475122,23068
Bangladesh,South Asia,2008,69.27785366,616
Barbados,Latin America & Caribbean,2008,74.51919512,16570
Belarus,Europe & Central Asia,2008,70.45609756,6376
Belgium,Europe & Central Asia,2008,79.6804878,48425
Belize,Latin America & Caribbean,2008,69.59421951,4470
Benin,Sub-Saharan Africa,2008,58.2045122,820
Bermuda,North America,2008,79.23658537,93606
Bhutan,South Asia,2008,66.88502439,1795
Bolivia,Latin America & Caribbean,2008,65.27380488,1737
Bosnia and Herzegovina,Europe & Central Asia,2008,75.51197561,5075
Botswana,Sub-Saharan Africa,2008,60.95858537,5623
Brazil,Latin America & Caribbean,2008,72.69541463,8788
Brunei Darussalam,East Asia & Pacific,2008,76.9567561,37951
Bulgaria,Europe & Central Asia,2008,72.96341463,7296
Burkina Faso,Sub-Saharan Africa,2008,55.90229268,570
Burundi,Sub-Saharan Africa,2008,53.89102439,196
Cabo Verde,Sub-Saharan Africa,2008,72.30953659,3639
Cambodia,East Asia & Pacific,2008,65.23497561,746
Cameroon,Sub-Saharan Africa,2008,52.85582927,1234
Canada,North America,2008,80.69512195,46596
Cayman Islands,Latin America & Caribbean,2008,.., .. 
Central African Republic,Sub-Saharan Africa,2008,46.284,457
Chad,Sub-Saharan Africa,2008,48.95158537,930
Channel Islands,Europe & Central Asia,2008,79.63302439, .. 
Chile,Latin America & Caribbean,2008,79.64090244,10781
China,East Asia & Pacific,2008,74.58326829,3471
Colombia,Latin America & Caribbean,2008,72.90717073,5434
Comoros,Sub-Saharan Africa,2008,61.06729268,796
"Congo, Rep.",Sub-Saharan Africa,2008,56.96507317,2882
Costa Rica,Latin America & Caribbean,2008,78.45773171,6911
Cote d'Ivoire,Sub-Saharan Africa,2008,49.27978049,1242
Croatia,Europe & Central Asia,2008,75.91219512,15894
Cuba,Latin America & Caribbean,2008,78.6505122,5376
Cyprus,Europe & Central Asia,2008,79.02753659,35391
Czech Republic,Europe & Central Asia,2008,76.97560976,22649
Denmark,Europe & Central Asia,2008,78.44634146,64322
Djibouti,Middle East & North Africa,2008,59.32387805,1214
Dominica,Latin America & Caribbean,2008,..,6447
Dominican Republic,Latin America & Caribbean,2008,72.34231707,5011
Ecuador,Latin America & Caribbean,2008,74.66782927,4275
"Egypt, Arab Rep.",Middle East & North Africa,2008,69.96446341,2011
El Salvador,Latin America & Caribbean,2008,71.08078049,3507
Equatorial Guinea,Sub-Saharan Africa,2008,54.98631707,22742
Eritrea,Sub-Saharan Africa,2008,60.25007317,326
Estonia,Europe & Central Asia,2008,73.77073171,18095
Ethiopia,Sub-Saharan Africa,2008,59.44692683,325
Faroe Islands,Europe & Central Asia,2008,80.13658537,49773
Fiji,East Asia & Pacific,2008,69.02202439,4178
Finland,Europe & Central Asia,2008,79.56829268,53401
France,Europe & Central Asia,2008,81.21463415,45413
French Polynesia,East Asia & Pacific,2008,75.18665854, .. 
Gabon,Sub-Saharan Africa,2008,60.94919512,10094
"Gambia, The",Sub-Saharan Africa,2008,58.85307317,608
Georgia,Europe & Central Asia,2008,73.62143902,3175
Germany,Europe & Central Asia,2008,79.73658537,45699
Ghana,Sub-Saharan Africa,2008,60.03041463,1224
Greece,Europe & Central Asia,2008,79.93902439,31997
Greenland,Europe & Central Asia,2008,70.21341463,41023
Grenada,Latin America & Caribbean,2008,72.08714634,7947
Guam,East Asia & Pacific,2008,77.57573171,29056
Guatemala,Latin America & Caribbean,2008,70.32814634,2794
Guinea,Sub-Saharan Africa,2008,54.77758537,437
Guinea-Bissau,Sub-Saharan Africa,2008,53.15473171,584
Guyana,Latin America & Caribbean,2008,65.87014634,2576
Haiti,Latin America & Caribbean,2008,60.39797561,675
Honduras,Latin America & Caribbean,2008,72.03997561,1752
"Hong Kong SAR, China",East Asia & Pacific,2008,82.37560976,31516
Hungary,Europe & Central Asia,2008,73.70243902,15669
Iceland,Europe & Central Asia,2008,81.6097561,55575
India,South Asia,2008,65.69943902,991
Indonesia,East Asia & Pacific,2008,67.76478049,2161
"Iran, Islamic Rep.",Middle East & North Africa,2008,73.09207317,5452
Iraq,Middle East & North Africa,2008,68.22029268,4521
Ireland,Europe & Central Asia,2008,80.09512195,61235
Israel,Middle East & North Africa,2008,80.95121951,29657
Italy,Europe & Central Asia,2008,81.48536585,40640
Jamaica,Latin America & Caribbean,2008,74.30195122,4902
Japan,East Asia & Pacific,2008,82.58756098,39339
Jordan,Middle East & North Africa,2008,73.1202439,3386
Kazakhstan,Europe & Central Asia,2008,67.02195122,8514
Kenya,Sub-Saharan Africa,2008,56.78468293,917
Kiribati,East Asia & Pacific,2008,65.07860976,1413
"Korea, Dem. People’s Rep.",East Asia & Pacific,2008,68.49195122, .. 
"Korea, Rep.",East Asia & Pacific,2008,79.83268293,20431
Kuwait,Middle East & North Africa,2008,73.90314634,55572
Kyrgyz Republic,Europe & Central Asia,2008,68.45121951,966
Lao PDR,East Asia & Pacific,2008,63.34890244,899
Latvia,Europe & Central Asia,2008,72.4195122,16349
Lebanon,Middle East & North Africa,2008,77.93917073,7013
Lesotho,Sub-Saharan Africa,2008,45.7392439,934
Liberia,Sub-Saharan Africa,2008,58.11246341,232
Libya,Middle East & North Africa,2008,71.78739024,14396
Liechtenstein,Europe & Central Asia,2008,82.68292683,142974
Lithuania,Europe & Central Asia,2008,71.81219512,14962
Luxembourg,Europe & Central Asia,2008,80.53902439,114294
"Macao SAR, China",East Asia & Pacific,2008,79.26460976,40668
"Macedonia, FYR",Europe & Central Asia,2008,74.44639024,4793
Madagascar,Sub-Saharan Africa,2008,62.4827561,471
Malawi,Sub-Saharan Africa,2008,53.28736585,373
Malaysia,East Asia & Pacific,2008,73.92607317,8514
Maldives,South Asia,2008,75.75953659,5829
Mali,Sub-Saharan Africa,2008,54.99514634,690
Malta,Middle East & North Africa,2008,79.63658537,21929
Marshall Islands,East Asia & Pacific,2008,..,2928
Mauritania,Sub-Saharan Africa,2008,61.41773171,1168
Mauritius,Sub-Saharan Africa,2008,72.57073171,8030
Mexico,Latin America & Caribbean,2008,75.73246341,9689
"Micronesia, Fed. Sts.",East Asia & Pacific,2008,68.35926829,2501
Moldova,Europe & Central Asia,2008,68.63002439,1696
Monaco,Europe & Central Asia,2008,..,192989
Mongolia,East Asia & Pacific,2008,66.55992683,2140
Montenegro,Europe & Central Asia,2008,74.34543902,7326
Morocco,Middle East & North Africa,2008,71.71141463,2885
Mozambique,Sub-Saharan Africa,2008,52.15056098,503
Myanmar,East Asia & Pacific,2008,64.36760976,644
Namibia,Sub-Saharan Africa,2008,60.18407317,4029
Nepal,South Asia,2008,67.04536585,474
Netherlands,Europe & Central Asia,2008,80.25121951,56929
New Caledonia,East Asia & Pacific,2008,76.45609756, .. 
New Zealand,East Asia & Pacific,2008,80.35121951,31288
Nicaragua,Latin America & Caribbean,2008,72.91841463,1519
Niger,Sub-Saharan Africa,2008,56.33729268,355
Nigeria,Sub-Saharan Africa,2008,50.35743902,1384
Northern Mariana Islands,East Asia & Pacific,2008,..,16350
Norway,Europe & Central Asia,2008,80.59268293,96881
Oman,Middle East & North Africa,2008,75.45253659,22075
Pakistan,South Asia,2008,64.59814634,1039
Palau,East Asia & Pacific,2008,..,9793
Panama,Latin America & Caribbean,2008,76.49358537,6974
Papua New Guinea,East Asia & Pacific,2008,61.5822439,1179
Paraguay,Latin America & Caribbean,2008,71.89882927,3060
Peru,Latin America & Caribbean,2008,73.22502439,4209
Philippines,East Asia & Pacific,2008,67.58078049,1919
Poland,Europe & Central Asia,2008,75.54390244,14001
Portugal,Europe & Central Asia,2008,78.52439024,24816
Puerto Rico,Latin America & Caribbean,2008,77.90646341,24898
Qatar,Middle East & North Africa,2008,77.4487561,82967
Russian Federation,Europe & Central Asia,2008,67.94926829,11635
Rwanda,Sub-Saharan Africa,2008,59.31534146,501
Samoa,East Asia & Pacific,2008,71.84429268,3510
San Marino,Europe & Central Asia,2008,82.83170732,62597
Sao Tome and Principe,Sub-Saharan Africa,2008,65.45053659,1126
Saudi Arabia,Middle East & North Africa,2008,73.4457561,20038
Senegal,Sub-Saharan Africa,2008,62.53507317,1100
Serbia,Europe & Central Asia,2008,73.88536585,6702
Seychelles,Sub-Saharan Africa,2008,73.16341463,11123
Sierra Leone,Sub-Saharan Africa,2008,46.42763415,406
Singapore,East Asia & Pacific,2008,80.7902439,39721
Slovak Republic,Europe & Central Asia,2008,74.70487805,18650
Slovenia,Europe & Central Asia,2008,78.76585366,27502
Solomon Islands,East Asia & Pacific,2008,66.56121951,1206
Somalia,Sub-Saharan Africa,2008,53.3545122, .. 
South Africa,Sub-Saharan Africa,2008,52.63602439,5787
South Sudan,Sub-Saharan Africa,2008,52.59331707,1679
Spain,Europe & Central Asia,2008,81.17560976,35579
Sri Lanka,South Asia,2008,74.23873171,2054
St. Kitts and Nevis,Latin America & Caribbean,2008,..,14681
St. Lucia,Latin America & Caribbean,2008,74.01314634,7015
St. Vincent and the Grenadines,Latin America & Caribbean,2008,71.93173171,6370
Sudan,Sub-Saharan Africa,2008,61.15060976,1292
Suriname,Latin America & Caribbean,2008,69.795,6858
Swaziland,Sub-Saharan Africa,2008,47.34582927,2842
Sweden,Europe & Central Asia,2008,81.1,55747
Switzerland,Europe & Central Asia,2008,81.99268293,72120
Syrian Arab Republic,Middle East & North Africa,2008,73.7972439, .. 
Tajikistan,Europe & Central Asia,2008,67.71458537,706
Tanzania,Sub-Saharan Africa,2008,59.31470732,651
Thailand,East Asia & Pacific,2008,73.18843902,4379
Togo,Sub-Saharan Africa,2008,56.00590244,513
Tonga,East Asia & Pacific,2008,71.88319512,3393
Trinidad and Tobago,Latin America & Caribbean,2008,69.42892683,21188
Tunisia,Middle East & North Africa,2008,74.57765854,4310
Turkey,Europe & Central Asia,2008,73.5007561,10851
Turkmenistan,Europe & Central Asia,2008,64.75607317,3904
Turks and Caicos Islands,Latin America & Caribbean,2008,.., .. 
Tuvalu,East Asia & Pacific,2008,..,2929
Uganda,Sub-Saharan Africa,2008,54.46197561,450
Ukraine,Europe & Central Asia,2008,68.25146341,3891
United Arab Emirates,Middle East & North Africa,2008,76.3077561,45759
United Kingdom,Europe & Central Asia,2008,79.6,46523
United States,North America,2008,78.03902439,48401
Uruguay,Latin America & Caribbean,2008,76.10107317,9062
Uzbekistan,Europe & Central Asia,2008,67.63419512,1082
Vanuatu,East Asia & Pacific,2008,70.2547561,2698
"Venezuela, RB",Latin America & Caribbean,2008,73.4762439,11227
Vietnam,East Asia & Pacific,2008,74.65309756,1165
Virgin Islands (U.S.),Latin America & Caribbean,2008,78.92439024,39686
West Bank and Gaza,Middle East & North Africa,2008,71.89495122,1855
"Yemen, Rep.",Middle East & North Africa,2008,62.21136585,1204
Zambia,Sub-Saharan Africa,2008,53.90563415,1369
Zimbabwe,Sub-Saharan Africa,2008,45.8044878,326
Afghanistan,South Asia,2009,58.60368293,446
Albania,Europe & Central Asia,2009,76.84036585,4114
Algeria,Middle East & North Africa,2009,73.52102439,3869
American Samoa,East Asia & Pacific,2009,..,12058
Angola,Sub-Saharan Africa,2009,50.25102439,3348
Antigua and Barbuda,Latin America & Caribbean,2009,75.14702439,13012
Argentina,Latin America & Caribbean,2009,75.32456098,8161
Armenia,Europe & Central Asia,2009,74.09582927,2994
Aruba,Latin America & Caribbean,2009,74.81814634,24631
Australia,East Asia & Pacific,2009,81.54390244,42743
Austria,Europe & Central Asia,2009,80.33170732,47654
Azerbaijan,Europe & Central Asia,2009,70.29368293,4950
"Bahamas, The",Latin America & Caribbean,2009,74.42390244,22037
Bahrain,Middle East & North Africa,2009,75.98778049,19357
Bangladesh,South Asia,2009,69.68378049,681
Barbados,Latin America & Caribbean,2009,74.6824878,16523
Belarus,Europe & Central Asia,2009,70.40731707,5176
Belgium,Europe & Central Asia,2009,79.98292683,44881
Belize,Latin America & Caribbean,2009,69.70307317,4259
Benin,Sub-Saharan Africa,2009,58.49126829,793
Bermuda,North America,2009,79.38843902,88463
Bhutan,South Asia,2009,67.41665854,1770
Bolivia,Latin America & Caribbean,2009,65.848,1777
Bosnia and Herzegovina,Europe & Central Asia,2009,75.65736585,4698
Botswana,Sub-Saharan Africa,2009,62.41709756,5186
Brazil,Latin America & Caribbean,2009,72.97802439,8553
Brunei Darussalam,East Asia & Pacific,2009,77.26829268,27965
Bulgaria,Europe & Central Asia,2009,73.41219512,6956
Burkina Faso,Sub-Saharan Africa,2009,56.52497561,553
Burundi,Sub-Saharan Africa,2009,54.35121951,205
Cabo Verde,Sub-Saharan Africa,2009,72.47121951,3445
Cambodia,East Asia & Pacific,2009,65.84446341,738
Cameroon,Sub-Saharan Africa,2009,53.26485366,1203
Canada,North America,2009,80.94634146,40773
Cayman Islands,Latin America & Caribbean,2009,.., .. 
Central African Republic,Sub-Saharan Africa,2009,46.93497561,450
Chad,Sub-Saharan Africa,2009,49.39317073,804
Channel Islands,Europe & Central Asia,2009,79.83270732, .. 
Chile,Latin America & Caribbean,2009,79.96080488,10243
China,East Asia & Pacific,2009,74.80326829,3838
Colombia,Latin America & Caribbean,2009,73.09695122,5148
Comoros,Sub-Saharan Africa,2009,61.44419512,779
"Congo, Rep.",Sub-Saharan Africa,2009,58.09363415,2255
Costa Rica,Latin America & Caribbean,2009,78.59260976,6809
Cote d'Ivoire,Sub-Saharan Africa,2009,49.7404878,1218
Croatia,Europe & Central Asia,2009,76.16829268,14157
Cuba,Latin America & Caribbean,2009,78.81097561,5485
Cyprus,Europe & Central Asia,2009,79.1994878,32106
Czech Republic,Europe & Central Asia,2009,77.07804878,19698
Denmark,Europe & Central Asia,2009,78.59756098,58163
Djibouti,Middle East & North Africa,2009,59.84280488,1254
Dominica,Latin America & Caribbean,2009,..,6866
Dominican Republic,Latin America & Caribbean,2009,72.54831707,4953
Ecuador,Latin America & Caribbean,2009,74.84460976,4256
"Egypt, Arab Rep.",Middle East & North Africa,2009,70.15014634,2292
El Salvador,Latin America & Caribbean,2009,71.37814634,3366
Equatorial Guinea,Sub-Saharan Africa,2009,55.47719512,16530
Eritrea,Sub-Saharan Africa,2009,60.8535122,431
Estonia,Europe & Central Asia,2009,74.82439024,14726
Ethiopia,Sub-Saharan Africa,2009,60.41578049,380
Faroe Islands,Europe & Central Asia,2009,80.38780488,46522
Fiji,East Asia & Pacific,2009,69.20285366,3369
Finland,Europe & Central Asia,2009,79.7195122,47107
France,Europe & Central Asia,2009,81.41463415,41631
French Polynesia,East Asia & Pacific,2009,75.45346341, .. 
Gabon,Sub-Saharan Africa,2009,61.53146341,7604
"Gambia, The",Sub-Saharan Africa,2009,59.10778049,549
Georgia,Europe & Central Asia,2009,73.81541463,2707
Germany,Europe & Central Asia,2009,79.83658537,41733
Ghana,Sub-Saharan Africa,2009,60.35546341,1087
Greece,Europe & Central Asia,2009,80.18780488,29711
Greenland,Europe & Central Asia,2009,70.46780488,41277
Grenada,Latin America & Caribbean,2009,72.33007317,7395
Guam,East Asia & Pacific,2009,77.83956098,30026
Guatemala,Latin America & Caribbean,2009,70.54753659,2636
Guinea,Sub-Saharan Africa,2009,55.55614634,437
Guinea-Bissau,Sub-Saharan Africa,2009,53.47663415,544
Guyana,Latin America & Caribbean,2009,65.957,2716
Haiti,Latin America & Caribbean,2009,60.82221951,668
Honduras,Latin America & Caribbean,2009,72.21721951,1815
"Hong Kong SAR, China",East Asia & Pacific,2009,82.77560976,30697
Hungary,Europe & Central Asia,2009,73.90487805,12967
Iceland,Europe & Central Asia,2009,81.75121951,40462
India,South Asia,2009,66.10263415,1090
Indonesia,East Asia & Pacific,2009,67.95763415,2254
"Iran, Islamic Rep.",Middle East & North Africa,2009,73.53417073,5414
Iraq,Middle East & North Africa,2009,68.31992683,3735
Ireland,Europe & Central Asia,2009,80.1902439,51984
Israel,Middle East & North Africa,2009,81.40487805,27796
Italy,Europe & Central Asia,2009,81.63658537,36977
Jamaica,Latin America & Caribbean,2009,74.58404878,4293
Japan,East Asia & Pacific,2009,82.93146341,40855
Jordan,Middle East & North Africa,2009,73.27829268,3492
Kazakhstan,Europe & Central Asia,2009,68.42926829,7165
Kenya,Sub-Saharan Africa,2009,57.80043902,920
Kiribati,East Asia & Pacific,2009,65.18343902,1297
"Korea, Dem. People’s Rep.",East Asia & Pacific,2009,68.66404878, .. 
"Korea, Rep.",East Asia & Pacific,2009,80.29731707,18292
Kuwait,Middle East & North Africa,2009,74.00619512,37567
Kyrgyz Republic,Europe & Central Asia,2009,69.10243902,871
Lao PDR,East Asia & Pacific,2009,63.85104878,948
Latvia,Europe & Central Asia,2009,73.0804878,12219
Lebanon,Middle East & North Africa,2009,78.2194878,8400
Lesotho,Sub-Saharan Africa,2009,46.63458537,923
Liberia,Sub-Saharan Africa,2009,58.86565854,303
Libya,Middle East & North Africa,2009,71.78095122,10297
Liechtenstein,Europe & Central Asia,2009,81.5,125945
Lithuania,Europe & Central Asia,2009,72.91463415,11837
Luxembourg,Europe & Central Asia,2009,80.63658537,103199
"Macao SAR, China",East Asia & Pacific,2009,79.47617073,40881
"Macedonia, FYR",Europe & Central Asia,2009,74.57895122,4544
Madagascar,Sub-Saharan Africa,2009,62.91817073,416
Malawi,Sub-Saharan Africa,2009,55.08236585,421
Malaysia,East Asia & Pacific,2009,74.03841463,7327
Maldives,South Asia,2009,76.01865854,5970
Mali,Sub-Saharan Africa,2009,55.63343902,697
Malta,Middle East & North Africa,2009,80.24146341,20676
Marshall Islands,East Asia & Pacific,2009,..,2917
Mauritania,Sub-Saharan Africa,2009,61.71073171,1047
Mauritius,Sub-Saharan Africa,2009,72.88243902,7318
Mexico,Latin America & Caribbean,2009,75.87741463,7748
"Micronesia, Fed. Sts.",East Asia & Pacific,2009,68.48953659,2669
Moldova,Europe & Central Asia,2009,69.14329268,1526
Monaco,Europe & Central Asia,2009,..,152112
Mongolia,East Asia & Pacific,2009,67.07680488,1718
Montenegro,Europe & Central Asia,2009,74.68782927,6698
Morocco,Middle East & North Africa,2009,72.14821951,2862
Mozambique,Sub-Saharan Africa,2009,52.69126829,464
